noun,support,len,variation
carpofagia,carpofagia,10,2
carpo,carpo,5,2
carpólitos,carpólito,10,2
carpólito,carpólito,9,2
carpintarias,carpintaria,12,2
carpintaria,carpintaria,11,2
carpins,carpim,7,2
carpimentos,carpimento,11,2
carpimento,carpimento,10,2
carpim,carpim,6,2
carpiduras,carpidura,10,2
carpidura,carpidura,9,2
carpidos,carpido,8,2
carpido,carpido,7,2
carpóforos,carpóforo,10,2
carpóforo,carpóforo,9,2
carpófilos,carpófilo,10,2
carpetes,carpete,8,2
carriola,carriola,8,2
carrascal,carrascal,9,2
carriagem,carriagem,9,2
carriça,carriça,7,2
carretãs,carretã,8,2
carretos,carreto,8,2
carretão,carretão,8,2
carreto,carreto,7,2
carretéis,carretel,9,2
carretilhas,carretilha,11,2
carretilha,carretilha,10,2
carretões,carretão,9,2
carriagens,carriagem,10,2
carretes,carrete,8,2
carreteiros,carreteiro,11,2
carreteiro,carreteiro,10,2
carreteiras,carreteira,11,2
carreteira,carreteira,10,2
carrete,carrete,7,2
carretas,carreta,8,2
carretagens,carretagem,11,2
carretagem,carretagem,10,2
carreta,carreta,7,2
carretã,carretã,7,2
carretel,carretel,8,2
carriçais,carriçal,9,2
carriçal,carriçal,8,2
carriças,carriça,8,2
carrião,carrião,7,2
carrinhas,carrinha,9,2
carrinha,carrinha,8,2
carrilhos,carrilho,9,2
carrilhonistas,carrilhonista,14,2
carrilhonista,carrilhonista,13,2
carrilhão,carrilhão,9,2
carrilho,carrilho,8,2
carrilhões,carrilhão,10,2
carrilheiras,carrilheira,12,2
carrilheira,carrilheira,11,2
carrilhanistas,carrilhanista,14,2
carrilhanista,carrilhanista,13,2
carrilamentos,carrilamento,13,2
carrilamento,carrilamento,12,2
carril,carril,6,2
carriões,carrião,8,2
carricinhas,carricinha,11,2
carricinha,carricinha,10,2
carrichas,carricha,9,2
carricha,carricha,8,2
carrões,carrão,7,2
carrelas,carrela,8,2
carrela,carrela,7,2
carrejos,carrejo,8,2
carregadeira,carregadeira,12,2
carrega,carrega,7,2
carreação,carreação,9,2
carreamentos,carreamento,12,2
carreamento,carreamento,11,2
carreações,carreação,10,2
carreadas,carreada,9,2
carreada,carreada,8,2
carrasquenhas,carrasquenha,13,2
carrasquenha,carrasquenha,12,2
carrasqueiral,carrasqueiral,13,2
carrasqueirais,carrasqueiral,14,2
carraspeiras,carraspeira,12,2
carraspeira,carraspeira,11,2
carraspanas,carraspana,11,2
carraspana,carraspana,10,2
carrascão,carrascão,9,2
carrascões,carrascão,10,2
carregadeiras,carregadeira,13,2
carrascais,carrascal,10,2
carregações,carregação,11,2
carregal,carregal,8,2
carrejão,carrejão,8,2
carrejo,carrejo,7,2
carrejões,carrejão,9,2
carreirolas,carreirola,11,2
carreirola,carreirola,10,2
carreirão,carreirão,9,2
carreiristas,carreirista,12,2
carreirista,carreirista,11,2
carreirismos,carreirismo,12,2
carreirismo,carreirismo,11,2
carreirinhas,carreirinha,12,2
carreirinha,carreirinha,11,2
carreirões,carreirão,10,2
carreiras,carreira,9,2
carreira,carreira,8,2
carregos,carrego,8,2
carrego,carrego,7,2
carregas,carrega,8,2
carregação,carregação,10,2
carregamentos,carregamento,13,2
carregamento,carregamento,12,2
carregais,carregal,9,2
cajarana,cajarana,8,2
cajados,cajado,7,2
cajado,cajado,6,2
boeirinha,boeirinha,9,2
boeiras,boeira,7,2
boeira,boeira,6,2
boduns,bodum,6,2
bodum,bodum,5,2
bodos,bodo,5,2
bodoques,bodoque,8,2
bodoque,bodoque,7,2
bodo,bodo,4,2
bodião,bodião,6,2
boeirinhas,boeirinha,10,2
bodiões,bodião,7,2
bodelha,bodelha,7,2
bodeguices,bodeguice,10,2
bodeguice,bodeguice,9,2
bodegadas,bodegada,9,2
bodegada,bodegada,8,2
bodas,boda,5,2
bodanas,bodana,7,2
bodana,bodana,6,2
bodalhos,bodalho,8,2
bodalhão,bodalhão,8,2
bodelhas,bodelha,8,2
boer,boer,4,2
boeres,boer,6,2
bofe,bofe,4,2
boiças,boiça,6,2
boiardos,boiardo,8,2
boiardo,boiardo,7,2
boiadas,boiada,7,2
boiada,boiada,6,2
boiça,boiça,5,2
bogueiros,bogueiro,9,2
bogueiro,bogueiro,8,2
bogueiras,bogueira,9,2
bogueira,bogueira,8,2
bogas,boga,5,2
bogaris,bogari,7,2
bogarins,bogarim,8,2
bogarim,bogarim,7,2
bogari,bogari,6,2
boga,boga,4,2
bofetão,bofetão,7,2
bofetões,bofetão,8,2
bofetes,bofete,7,2
bofete,bofete,6,2
bofes,bofe,5,2
bofeiras,bofeira,8,2
bofeira,bofeira,7,2
bodalho,bodalho,7,2
bodalhices,bodalhice,10,2
bodalhice,bodalhice,9,2
bodalhões,bodalhão,9,2
bocarras,bocarra,8,2
bocarra,bocarra,7,2
bocanhos,bocanho,8,2
bocanho,bocanho,7,2
bocanhas,bocanha,8,2
bocanha,bocanha,7,2
bocal,bocal,5,2
bocais,bocal,6,2
bocadão,bocadão,7,2
bocadões,bocadão,8,2
bocaças,bocaça,7,2
bocaça,bocaça,6,2
bobinetes,bobinete,9,2
bobinete,bobinete,8,2
bobinas,bobina,7,2
bobinagens,bobinagem,10,2
bobinagem,bobinagem,9,2
bobinadores,bobinador,11,2
bobinador,bobinador,9,2
bobina,bobina,6,2
bobices,bobice,7,2
bobice,bobice,6,2
bobeches,bobeche,8,2
bocejo,bocejo,6,2
boiceira,boiceira,8,2
bocejos,bocejo,7,2
bocelinho,bocelinho,9,2
bodalhas,bodalha,8,2
bodalha,bodalha,7,2
boda,boda,4,2
bocéis,bocel,6,2
bochornos,bochorno,9,2
bochorno,bochorno,8,2
boches,boche,6,2
bochechos,bochecho,9,2
bochechão,bochechão,9,2
bochecho,bochecho,8,2
bochechões,bochechão,10,2
bochechadas,bochechada,11,2
bochechada,bochechada,10,2
boche,boche,5,2
bocetes,bocete,7,2
boceteiros,boceteiro,10,2
boceteiro,boceteiro,9,2
bocete,bocete,6,2
bocetas,boceta,7,2
boceta,boceta,6,2
bocelinos,bocelino,9,2
bocelino,bocelino,8,2
bocelinhos,bocelinho,10,2
bocel,bocel,5,2
bobeche,bobeche,7,2
boiceiras,boiceira,9,2
boicoatiaras,boicoatiara,12,2
bolinagem,bolinagem,9,2
bolina,bolina,6,2
bolim,bolim,5,2
bolêias,bolêia,7,2
bolêia,bolêia,6,2
bolhão,bolhão,6,2
bolhões,bolhão,7,2
boletinistas,boletinista,12,2
boletinista,boletinista,11,2
boletes,bolete,7,2
bolinagens,bolinagem,10,2
bolete,bolete,6,2
bolões,bolão,6,2
boleros,bolero,7,2
bolero,bolero,6,2
boleios,boleio,7,2
boleio,boleio,6,2
boleimas,boleima,8,2
boleima,boleima,7,2
boleias,boleia,7,2
boleia,boleia,6,2
bolinas,bolina,7,2
bolineiro,bolineiro,9,2
bolineiros,bolineiro,10,2
bolotal,bolotal,7,2
bolotais,bolotal,8,2
bolotadas,bolotada,9,2
bolotada,bolotada,8,2
bolota,bolota,6,2
óbolos,óbolo,6,2
bolorências,bolorência,11,2
bolorência,bolorência,10,2
bolorescências,bolorescência,14,2
bolorescência,bolorescência,13,2
bolometrias,bolometria,11,2
bolometria,bolometria,10,2
bolão,bolão,5,2
óbolo,óbolo,5,2
bolónios,bolónio,8,2
bolónio,bolónio,7,2
bolómetros,bolómetro,10,2
bolómetro,bolómetro,9,2
bolins,bolim,6,2
bolinhós,bolinhó,8,2
bolinhó,bolinhó,7,2
bolinetes,bolinete,9,2
bolinete,bolinete,8,2
boleamentos,boleamento,11,2
boleamento,boleamento,10,2
boldriés,boldrié,8,2
boldrié,boldrié,7,2
bojega,bojega,6,2
bojardas,bojarda,8,2
bojarda,bojarda,7,2
bojanças,bojança,8,2
bojança,bojança,7,2
bojaduras,bojadura,9,2
bojadura,bojadura,8,2
bojadores,bojador,9,2
bojador,bojador,7,2
boizes,boiz,6,2
boiz,boiz,4,2
boites,boite,6,2
boite,boite,5,2
boitas,boita,6,2
boita,boita,5,2
boiréis,boirel,7,2
boirel,boirel,6,2
boião,boião,5,2
boiões,boião,6,2
boicotes,boicote,8,2
boicote,boicote,7,2
boicotagens,boicotagem,11,2
boicotagem,boicotagem,10,2
bojegas,bojega,7,2
boicoatiara,boicoatiara,11,2
bojego,bojego,6,2
bojo,bojo,4,2
boldos,boldo,6,2
boldo,boldo,5,2
bolchevização,bolchevização,13,2
bolchevizações,bolchevização,14,2
bolchevistas,bolchevista,12,2
bolchevista,bolchevista,11,2
bolchevismos,bolchevismo,12,2
bolchevismo,bolchevismo,11,2
bolcheviques,bolchevique,12,2
bolchevique,bolchevique,11,2
bolbos,bolbo,6,2
bolbo,bolbo,5,2
bolanhas,bolanha,8,2
bolanha,bolanha,7,2
bolçados,bolçado,8,2
bolçado,bolçado,7,2
bolçadas,bolçada,8,2
boladas,bolada,7,2
bolçada,bolçada,7,2
bolada,bolada,6,2
bolachadas,bolachada,10,2
bolachada,bolachada,9,2
bojos,bojo,5,2
bojegos,bojego,7,2
bolotas,bolota,7,2
bobagens,bobagem,8,2
boatarias,boataria,9,2
biva,biva,4,2
biuretos,biureto,8,2
biureto,biureto,7,2
óbitos,óbito,6,2
bitos,bito,5,2
bitongas,bitonga,8,2
bitonga,bitonga,7,2
bitonalidades,bitonalidade,13,2
bitonalidade,bitonalidade,12,2
bitolas,bitola,7,2
bivalência,bivalência,10,2
bitola,bitola,6,2
bito,bito,4,2
bitles,bitle,6,2
bitle,bitle,5,2
biótipos,biótipo,8,2
biótipo,biótipo,7,2
bitiol,bitiol,6,2
bitióis,bitiol,7,2
bites,bit,5,2
bite,bite,4,1
óbito,óbito,5,2
bivalências,bivalência,11,2
bivalve,bivalve,7,2
bivalves,bivalve,8,2
blague,blague,6,2
blackouts,blackout,9,2
blackout,blackout,8,2
blablablás,blablablá,10,2
blablablá,blablablá,9,2
bla,bla,3,2
bizâncios,bizâncio,9,2
bizâncio,bizâncio,8,2
bizarrices,bizarrice,10,2
bizarrice,bizarrice,9,2
bizarrias,bizarria,9,2
bizarria,bizarria,8,2
bizantinismos,bizantinismo,13,2
bizantinismo,bizantinismo,12,2
bizantinices,bizantinice,12,2
bizantinice,bizantinice,11,2
bixinas,bixina,7,2
bixina,bixina,6,2
bióxidos,bióxido,8,2
bióxido,bióxido,7,2
bivas,biva,5,2
bivaques,bivaque,8,2
bivaque,bivaque,7,2
bitáculas,bitácula,9,2
bitácula,bitácula,8,2
bit,bit,3,2
bisturis,bisturi,8,2
bissecção,bissecção,9,2
bissecções,bissecção,10,2
bispotes,bispote,8,2
bispote,bispote,7,2
bispos,bispo,6,2
bispo,bispo,5,2
bispados,bispado,8,2
bispado,bispado,7,2
bisontes,bisonte,8,2
bisonte,bisonte,7,2
bisonhices,bisonhice,10,2
bisonhice,bisonhice,9,2
bisonharias,bisonharia,11,2
bisonharia,bisonharia,10,2
bisão,bisão,5,2
bisnagadas,bisnagada,10,2
bisnagada,bisnagada,9,2
bismutos,bismuto,8,2
bismuto,bismuto,7,2
bismutinites,bismutinite,12,2
bismutinite,bismutinite,11,2
bismóteos,bismóteo,9,2
bismóteo,bismóteo,8,2
bissectriz,bissectriz,10,2
blagues,blague,7,2
bissectrizes,bissectriz,12,2
bissemanários,bissemanário,13,2
bisturi,bisturi,7,2
bióstromas,bióstroma,10,2
bióstroma,bióstroma,9,2
bistres,bistre,7,2
bistre,bistre,6,2
bistortas,bistorta,9,2
bistorta,bistorta,8,2
bissulfuretos,bissulfureto,13,2
bissulfureto,bissulfureto,12,2
bissulfitos,bissulfito,11,2
bissulfito,bissulfito,10,2
bissulfatos,bissulfato,11,2
bissulfato,bissulfato,10,2
bissílabos,bissílabo,10,2
bissílabo,bissílabo,9,2
bissexualismos,bissexualismo,14,2
bissexualismo,bissexualismo,13,2
bissexualidades,bissexualidade,15,2
bissexualidade,bissexualidade,14,2
bissexual,bissexual,9,2
bissexuais,bissexual,10,2
bissextos,bissexto,9,2
bissexto,bissexto,8,2
bissemanário,bissemanário,12,2
bobagem,bobagem,7,2
blandícia,blandícia,9,2
bálano,bálano,6,2
bálsamos,bálsamo,8,2
bálsamo,bálsamo,7,2
bloquistas,bloquista,10,2
bloquista,bloquista,9,2
bloqueios,bloqueio,9,2
bloqueio,bloqueio,8,2
bloqueamentos,bloqueamento,13,2
bloqueamento,bloqueamento,12,2
blogs,blog,5,2
blog,blog,4,2
blástula,blástula,8,2
blocagens,blocagem,9,2
blindas,blinda,7,2
blindagens,blindagem,10,2
blindagem,blindagem,9,2
blindados,blindado,9,2
blindado,blindado,8,2
blinda,blinda,6,2
bólidos,bólido,7,2
bólido,bólido,6,2
bólides,bólide,7,2
bólide,bólide,6,2
blocagem,blocagem,8,2
blástulas,blástula,9,2
blátida,blátida,7,2
blátidas,blátida,8,2
boataria,boataria,8,2
boças,boça,5,2
boçardas,boçarda,8,2
boçarda,boçarda,7,2
boanas,boana,6,2
boana,boana,5,2
boçalidades,boçalidade,11,2
boçalidade,boçalidade,10,2
boal,boal,4,2
boais,boal,5,2
boabás,boabá,6,2
boabá,boabá,5,2
boça,boça,4,2
bênçãos,bênção,7,2
bênção,bênção,6,2
bômbaxes,bômbax,8,2
bômbax,bômbax,6,2
bímanos,bímano,7,2
bímano,bímano,6,2
blusão,blusão,6,2
blusões,blusão,7,2
blesidades,blesidade,10,2
blesidade,blesidade,9,2
blenorreias,blenorreia,11,2
blenorreia,blenorreia,10,2
blastodermes,blastoderme,12,2
blastoderme,blastoderme,11,2
blastodermas,blastoderma,12,2
blastoderma,blastoderma,11,2
blastocélios,blastocélio,12,2
blastocélio,blastocélio,11,2
blasto,blasto,6,2
blastómeros,blastómero,11,2
blastómero,blastómero,10,2
blastóides,blastóide,10,2
blastóide,blastóide,9,2
blastemas,blastema,9,2
blastema,blastema,8,2
blasês,blasê,6,2
blasonarias,blasonaria,11,2
blasonaria,blasonaria,10,2
blasfémias,blasfémia,10,2
blasfémia,blasfémia,9,2
blasfemação,blasfemação,11,2
blasfemações,blasfemação,12,2
blasê,blasê,5,2
blas,bla,4,2
bálanos,bálano,7,2
blastos,blasto,7,2
blandícias,blandícia,10,2
blastósporo,blastósporo,11,2
blatídeo,blatídeo,8,2
blenorragias,blenorragia,12,2
blenorragia,blenorragia,11,2
bleniídios,bleniídio,10,2
bleniídio,bleniídio,9,2
bleníidas,bleníida,9,2
bleníida,bleníida,8,2
blendas,blenda,7,2
blenda,blenda,6,2
blemómetros,blemómetro,11,2
blemómetro,blemómetro,10,2
blefaroplastos,blefaroplasto,14,2
blefaroplasto,blefaroplasto,13,2
blefaroplastas,blefaroplasta,14,2
blefaroplasta,blefaroplasta,13,2
blefarites,blefarite,10,2
blefarite,blefarite,9,2
bélbutes,bélbute,8,2
bélbute,bélbute,7,2
blazeres,blazer,8,2
blazer,blazer,6,2
blatários,blatário,9,2
blatário,blatário,8,2
blatídeos,blatídeo,9,2
blastósporos,blastósporo,12,2
bismotatos,bismotato,10,2
bolsada,bolsada,7,2
bolselo,bolselo,7,2
bosquímano,bosquímano,10,2
bosquejos,bosquejo,9,2
bosquejo,bosquejo,8,2
bosão,bosão,5,2
bosões,bosão,6,2
boscas,bosca,6,2
boscagens,boscagem,9,2
boscagem,boscagem,8,2
bosca,bosca,5,2
bosboques,bosboque,9,2
bosquímanos,bosquímano,11,2
bosboque,bosboque,8,2
borzeguim,borzeguim,9,2
borts,bort,5,2
bort,bort,4,2
borés,boré,5,2
borros,borro,6,2
borrão,borrão,6,2
borro,borro,5,2
borriscos,borrisco,9,2
borrisco,borrisco,8,2
borriscadas,borriscada,11,2
borzeguins,borzeguim,10,2
bossa,bossa,5,2
bossagem,bossagem,8,2
bossagens,bossagem,9,2
boteiro,boteiro,7,2
boîte,boîte,5,2
botaréus,botaréu,8,2
botaréu,botaréu,7,2
botantes,botante,8,2
botante,botante,7,2
botalós,botaló,7,2
botaló,botaló,6,2
botadas,botada,7,2
botada,botada,6,2
bostelos,bostelo,8,2
bostelo,bostelo,7,2
bostelas,bostela,8,2
bostela,bostela,7,2
bosteiros,bosteiro,9,2
bosteiro,bosteiro,8,2
bosteiras,bosteira,9,2
bosteira,bosteira,8,2
bostas,bosta,6,2
bostal,bostal,6,2
bostais,bostal,7,2
bosta,bosta,5,2
bossas,bossa,6,2
borriscada,borriscada,10,2
borriços,borriço,8,2
borriço,borriço,7,2
borrifadores,borrifador,12,2
borralheiras,borralheira,12,2
borralheira,borralheira,11,2
borralhas,borralha,9,2
borralha,borralha,8,2
borrainas,borraina,9,2
borraina,borraina,8,2
borragináceas,borraginácea,13,2
borraginácea,borraginácea,12,2
borragens,borragem,9,2
borragem,borragem,8,2
borraduras,borradura,10,2
borradura,borradura,9,2
borradors,borrador,9,2
borrador,borrador,8,2
borradelas,borradela,10,2
borradela,borradela,9,2
borradas,borrada,8,2
borrada,borrada,7,2
borrachices,borrachice,11,2
borrachice,borrachice,10,2
borrachadas,borrachada,11,2
borralheiro,borralheiro,11,2
boteiros,boteiro,8,2
borralheiros,borralheiro,12,2
borralhos,borralho,9,2
borrifador,borrifador,10,2
borrifadelas,borrifadela,12,2
borrifadela,borrifadela,11,2
borriceiros,borriceiro,11,2
borriceiro,borriceiro,10,2
borrões,borrão,7,2
borrelhos,borrelho,9,2
borrelho,borrelho,8,2
borreguices,borreguice,11,2
borreguice,borreguice,10,2
borregueiros,borregueiro,12,2
borregueiro,borregueiro,11,2
borregadas,borregada,10,2
borregada,borregada,9,2
borrazeiras,borrazeira,11,2
borrazeira,borrazeira,10,2
borratão,borratão,8,2
borratões,borratão,9,2
borratadas,borratada,10,2
borratada,borratada,9,2
borrascas,borrasca,9,2
borrasca,borrasca,8,2
borras,borra,6,2
borralho,borralho,8,2
borrachada,borrachada,10,2
botelha,botelha,7,2
botelharias,botelharia,11,2
braçadeira,braçadeira,10,2
braçadas,braçada,8,2
braçada,braçada,7,2
braça,braça,5,2
báquios,báquio,7,2
báquio,báquio,6,2
béquicos,béquico,8,2
béquico,béquico,7,2
bípedes,bípede,7,2
bípede,bípede,6,2
braçadeiras,braçadeira,11,2
bozuns,bozum,6,2
bozós,bozó,5,2
bozó,bozó,4,2
boxistas,boxista,8,2
boxista,boxista,7,2
boximanes,boximane,9,2
boximane,boximane,8,2
boxes,boxe,5,2
boxe,boxe,4,2
boxadores,boxador,9,2
boxador,boxador,7,2
bozum,bozum,5,2
braçado,braçado,7,2
braçados,braçado,8,2
braçadura,braçadura,9,2
braceletes,bracelete,10,2
bracelete,bracelete,9,2
braceleiras,braceleira,11,2
braceleira,braceleira,10,2
bracejos,bracejo,8,2
bracejo,bracejo,7,2
bracejamentos,bracejamento,13,2
bracejamento,bracejamento,12,2
bórace,bórace,6,2
bracarenses,bracarense,11,2
bracarense,bracarense,10,2
bracamartes,bracamarte,11,2
bracamarte,bracamarte,10,2
braças,braça,6,2
braçarias,braçaria,9,2
braçaria,braçaria,8,2
braçal,braçal,6,2
braçais,braçal,7,2
braçagens,braçagem,9,2
braçagem,braçagem,8,2
braçaduras,braçadura,10,2
bovinos,bovino,7,2
bovinoculturas,bovinocultura,14,2
bovinocultura,bovinocultura,13,2
bovino,bovino,6,2
botique,botique,7,2
botins,botim,6,2
botinas,botina,7,2
botina,botina,6,2
botim,botim,5,2
botilhão,botilhão,8,2
botilhões,botilhão,9,2
botijas,botija,7,2
botija,botija,6,2
botifarras,botifarra,10,2
botifarra,botifarra,9,2
boticão,boticão,7,2
boticões,boticão,8,2
boticas,botica,7,2
botica,botica,6,2
boîtes,boîte,6,2
botequins,botequim,9,2
botequim,botequim,8,2
botelheiros,botelheiro,11,2
botelheiro,botelheiro,10,2
botelhas,botelha,8,2
botiques,botique,8,2
botelharia,botelharia,10,2
botirões,botirão,8,2
bouverismos,bouverismo,11,2
bouverismo,bouverismo,10,2
boutiques,boutique,9,2
boutique,boutique,8,2
bouchas,boucha,7,2
boucha,boucha,6,2
boubas,bouba,6,2
bouba,bouba,5,2
bouças,bouça,6,2
bouça,bouça,5,2
botrião,botrião,7,2
botriões,botrião,8,2
botos,boto,5,2
botoques,botoque,8,2
botoque,botoque,7,2
botolismos,botolismo,10,2
botolismo,botolismo,9,2
botoarias,botoaria,9,2
botoaria,botoaria,8,2
boto,boto,4,2
botirão,botirão,7,2
bolsadas,bolsada,8,2
borraceiros,borraceiro,11,2
borraceiras,borraceira,11,2
bonecagem,bonecagem,9,2
bonecadas,bonecada,9,2
bonecada,bonecada,8,2
bonduques,bonduque,9,2
bonduque,bonduque,8,2
bondocinas,bondocina,10,2
bondocina,bondocina,9,2
bondades,bondade,8,2
bondade,bondade,7,2
bonapartistas,bonapartista,13,2
bonecagens,bonecagem,10,2
bonapartista,bonapartista,12,2
bonapartismo,bonapartismo,12,2
bonanças,bonança,8,2
bonança,bonança,7,2
bonachos,bonacho,8,2
bonacho,bonacho,7,2
bonacheirices,bonacheirice,13,2
bonacheirice,bonacheirice,12,2
bombós,bombó,6,2
bombos,bombo,6,2
bombordos,bombordo,9,2
bonapartismos,bonapartismo,13,2
bonecra,bonecra,7,2
bonecrada,bonecrada,9,2
bonecradas,bonecrada,10,2
bonzos,bonzo,6,2
bonzo,bonzo,5,2
bonsais,bonsai,7,2
bonsai,bonsai,6,2
bonomias,bonomia,8,2
bonomia,bonomia,7,2
bonitezas,boniteza,9,2
boniteza,boniteza,8,2
boninas,bonina,7,2
boninal,boninal,7,2
boninais,boninal,8,2
bonina,bonina,6,2
bonifrates,bonifrate,10,2
bonifrate,bonifrate,9,2
bonificação,bonificação,11,2
bonificações,bonificação,12,2
bonicos,bonico,7,2
bonico,bonico,6,2
bonetes,bonete,7,2
bonete,bonete,6,2
bonecras,bonecra,8,2
bonecragens,bonecragem,11,2
bonecragem,bonecragem,10,2
bombordo,bombordo,8,2
bomboneiras,bomboneira,11,2
bomboneira,bomboneira,10,2
bombo,bombo,5,2
bombardadas,bombardada,11,2
bombardada,bombardada,10,2
bombarda,bombarda,8,2
bombaratos,bombarato,10,2
bombarato,bombarato,9,2
bombagens,bombagem,9,2
bombagem,bombagem,8,2
bombadas,bombada,8,2
bombada,bombada,7,2
bombachos,bombacho,9,2
bombacho,bombacho,8,2
bombacáceas,bombacácea,11,2
bombacácea,bombacácea,10,2
bombó,bombó,5,2
bolívares,bolívar,9,2
bolívar,bolívar,7,2
boléus,boléu,6,2
boléu,boléu,5,2
bolsão,bolsão,6,2
bolsistas,bolsista,9,2
bolsista,bolsista,8,2
bolsões,bolsão,7,2
bolselos,bolselo,8,2
bombardas,bombarda,9,2
boota,boota,5,2
bombardeamento,bombardeamento,14,2
bombardeira,bombardeira,11,2
bombistas,bombista,9,2
bombista,bombista,8,2
bombiculturas,bombicultura,13,2
bombicultura,bombicultura,12,2
bombicílidas,bombicílida,12,2
bombicílida,bombicílida,11,2
bombices,bombice,8,2
bombice,bombice,7,2
bombicídeos,bombicídeo,11,2
bombicídeo,bombicídeo,10,2
bombeamentos,bombeamento,12,2
bombeamento,bombeamento,11,2
bombícidas,bombícida,10,2
bombícida,bombícida,9,2
bombazines,bombazine,10,2
bombazine,bombazine,9,2
bombazinas,bombazina,10,2
bombazina,bombazina,9,2
bombardinos,bombardino,11,2
bombardino,bombardino,10,2
bombardeiros,bombardeiro,12,2
bombardeiro,bombardeiro,11,2
bombardeiras,bombardeira,12,2
bombardeamentos,bombardeamento,15,2
borraceiro,borraceiro,10,2
bootas,boota,6,2
boqueadas,boqueada,9,2
bori,bori,4,2
borguistas,borguista,10,2
borguista,borguista,9,2
borguinhão,borguinhão,10,2
borguinhões,borguinhão,11,2
borgonhas,borgonha,9,2
borgonha,borgonha,8,2
borgas,borga,6,2
borga,borga,5,2
bordos,bordo,6,2
boris,bori,5,2
bordoeiras,bordoeira,10,2
bordoadas,bordoada,9,2
bordoada,bordoada,8,2
bordão,bordão,6,2
bordo,bordo,5,2
bordéis,bordel,7,2
bordões,bordão,7,2
bordel,bordel,6,2
bordação,bordação,8,2
bordalos,bordalo,8,2
bordalo,bordalo,7,2
bordoeira,bordoeira,9,2
borlista,borlista,8,2
borlistas,borlista,9,2
bornais,bornal,7,2
borraceira,borraceira,10,2
borraçal,borraçal,8,2
borraçais,borraçal,9,2
borra,borra,5,2
boros,boro,5,2
boroas,boroa,6,2
boroa,boroa,5,2
boro,boro,4,2
bornites,bornite,8,2
bornite,bornite,7,2
bornitas,bornita,8,2
bornita,bornita,7,2
bornes,borne,6,2
borneol,borneol,7,2
borneóis,borneol,8,2
borneiros,borneiro,9,2
borneiro,borneiro,8,2
borneiras,borneira,9,2
borneira,borneira,8,2
borneios,borneio,8,2
borneio,borneio,7,2
borne,borne,5,2
bornal,bornal,6,2
bordalenses,bordalense,11,2
bordalense,bordalense,10,2
bordagens,bordagem,9,2
bordagem,bordagem,8,2
boragináceas,boraginácea,12,2
boraginácea,boraginácea,11,2
boracites,boracite,9,2
boracite,boracite,8,2
boré,boré,4,2
boquins,boquim,7,2
boquim,boquim,6,2
boquilhas,boquilha,9,2
boquilha,boquilha,8,2
boquelhos,boquelho,9,2
boquelho,boquelho,8,2
boquejos,boquejo,8,2
boquejo,boquejo,7,2
boquejamentos,boquejamento,13,2
boquejamento,boquejamento,12,2
boquejaduras,boquejadura,12,2
boquejadura,boquejadura,11,2
boqueiros,boqueiro,9,2
boqueirão,boqueirão,9,2
boqueiro,boqueiro,8,2
boqueirões,boqueirão,10,2
boqueiras,boqueira,9,2
boqueira,boqueira,8,2
boragínea,boragínea,9,2
boqueada,boqueada,8,2
boragíneas,boragínea,10,2
boratos,borato,7,2
bordações,bordação,9,2
bordaduras,bordadura,10,2
bordadura,bordadura,9,2
bordadas,bordada,8,2
bordada,bordada,7,2
borcos,borco,6,2
borco,borco,5,2
borbulhaços,borbulhaço,11,2
borbulhaço,borbulhaço,10,2
borbulhagens,borbulhagem,12,2
borbulhagem,borbulhagem,11,2
borbotão,borbotão,8,2
borbotões,borbotão,9,2
borborismos,borborismo,11,2
borborismo,borborismo,10,2
borborigmos,borborigmo,11,2
borborigmo,borborigmo,10,2
borbolotos,borboloto,10,2
borboloto,borboloto,9,2
borboletas,borboleta,10,2
borboleta,borboleta,9,2
borato,borato,6,2
bóraces,bórace,7,2
bismotato,bismotato,9,2
bismela,bismela,7,2
beterraba,beterraba,9,2
betatrão,betatrão,8,2
betatrões,betatrão,9,2
betardas,betarda,8,2
betarda,betarda,7,2
betacismos,betacismo,10,2
betacismo,betacismo,9,2
besuntão,besuntão,8,2
beterrabais,beterrabal,11,2
besuntões,besuntão,9,2
besuntadela,besuntadela,11,2
besugos,besugo,7,2
besugo,besugo,6,2
bestuntos,bestunto,9,2
bestunto,bestunto,8,2
bestiários,bestiário,10,2
bestiário,bestiário,9,2
bestiolas,bestiola,9,2
bestiola,bestiola,8,2
bestificação,bestificação,12,2
besuntadelas,besuntadela,12,2
beterrabal,beterrabal,10,2
beterrabas,beterraba,10,2
betões,betão,6,2
betonicinas,betonicina,11,2
betonicina,betonicina,10,2
betoneiras,betoneira,10,2
betoneira,betoneira,9,2
betonagens,betonagem,10,2
betonagem,betonagem,9,2
betonadas,betonada,9,2
betonada,betonada,8,2
betoláceas,betolácea,10,2
betolácea,betolácea,9,2
betoiras,betoira,8,2
betoira,betoira,7,2
betão,betão,5,2
betónicas,betónica,9,2
betónica,betónica,8,2
betles,betle,6,2
betlemitas,betlemita,10,2
betlemita,betlemita,9,2
betle,betle,5,2
betilhos,betilho,8,2
betilho,betilho,7,2
betesgas,betesga,8,2
betesga,betesga,7,2
bestificações,bestificação,13,2
bestidades,bestidade,10,2
bestidade,bestidade,9,2
bestices,bestice,8,2
berzundas,berzunda,9,2
berzunda,berzunda,8,2
berzabuns,berzabum,9,2
berzabum,berzabum,8,2
